ID;USERNAME_;PASSWORD_;NAMESURNAME;EMAIL;GENDER;BIRTHDATE;CREATEDDATE;TELNR2;AGE
1082;N_ALAKAS;couffouleux526;Nurettin ALAKAŞ;N_ALAKAS@sqlegitimbtk.com;E;9.02.1983;21.07.2018 01:39;(542)8988476;42
1083;M_DURHAN;annstoner;Muharrem DURHAN;M_DURHAN@sqlegitimbtk.com;E;23.02.1985;22.07.2018 01:39;(534)5044543;40
1084;Z_GVRLEK;sa_itta;Zilan GÜRLEK;Z_GVRLEK@sqlegitimbtk.com;K;1.02.1964;23.07.2018 01:39;(536)2219577;61
1085;T_CIRIT;38ee48;Tahir CIRIT;T_CIRIT@sqlegitimbtk.com;E;24.02.1985;24.07.2018 01:39;(533)3973366;40
1086;H_URANLAR;reissverschluss;Hamdi URANLAR;H_URANLAR@sqlegitimbtk.com;E;5.10.1961;25.07.2018 01:39;(538)3683335;64
1087;S_OZAN;un$+4813r;Sefa OZAN;S_OZAN@sqlegitimbtk.com;E;10.11.1988;26.07.2018 01:39;(542)7481237;37
1088;Y_SAHLAN;manuelaschulz;Yıldız ŞAHLAN;Y_SAHLAN@sqlegitimbtk.com;K;25.03.1975;27.07.2018 01:39;(536)3463233;50
1089;E_ESEN;erdkxoar;Erkan EŞEN;E_ESEN@sqlegitimbtk.com;E;5.07.1957;29.07.2018 01:39;(541)6358734;68
1090;S_CAKIL;dragonlady_k;Sevil ÇAKIL;S_CAKIL@sqlegitimbtk.com;K;21.02.1972;30.07.2018 01:39;(541)4845228;53
1091;M_EYMEN;jacobcainmontgomery1998;Muhammed Eymen GÜNLER;M_EYMEN@sqlegitimbtk.com;E;25.06.1961;30.07.2018 01:39;(533)3213639;64
1092;O_KIZILYURT;gilberte582;Okan KIZILYURT;O_KIZILYURT@sqlegitimbtk.com;E;15.02.1951;31.07.2018 01:39;(544)8176376;74
1093;M_NEGRI;soy_cholo;Melahat NEGRİ;M_NEGRI@sqlegitimbtk.com;K;21.05.1945;1.08.2018 01:39;(555)2256912;80
1094;N_SARIYILDIRIM;kamtag;Nevin SARIYILDIRIM;N_SARIYILDIRIM@sqlegitimbtk.com;K;2.03.1968;2.08.2018 01:39;(555)1439532;57
1095;A_SERIFOGLU;enterrottach;Ayaz ŞERİFOĞLU;A_SERIFOGLU@sqlegitimbtk.com;E;22.03.1962;3.08.2018 01:39;(541)4853737;63
1096;M_GELDIM;tdepas1153;Muzaffer GELDİM;M_GELDIM@sqlegitimbtk.com;E;7.11.1946;4.08.2018 01:39;(532)6862075;79
1097;O_ASAF;ana ng;Ömer Asaf BATMAZ;O_ASAF@sqlegitimbtk.com;E;16.11.1984;5.08.2018 01:39;(553)4057198;41
1098;E_NUR;esvelderbeek;Elif nur SARIKÜRK;E_NUR@sqlegitimbtk.com;K;3.01.1960;6.08.2018 01:39;(534)2005261;65
1099;S_KARAPOLAT;bd09ee;Seval KARAPOLAT;S_KARAPOLAT@sqlegitimbtk.com;K;24.11.1949;7.08.2018 01:39;(536)9293898;76
1100;E_CAVAS;gunrrehks;Eslem CAVAŞ;E_CAVAS@sqlegitimbtk.com;K;24.05.1982;9.08.2018 01:39;(534)5058524;43
1101;Z_PALANCILAR;patrol747;Zerda PALANCILAR;Z_PALANCILAR@sqlegitimbtk.com;K;16.10.1959;10.08.2018 01:39;(532)1906426;66
1102;K_HASEKI;himat@123;Kerem HASEKİ;K_HASEKI@sqlegitimbtk.com;E;19.07.1945;11.08.2018 01:39;(535)9288258;80
1103;R_CAGAN;grahmpumpkin;Remzi ÇAĞAN;R_CAGAN@sqlegitimbtk.com;E;28.08.1953;12.08.2018 01:39;(541)9487343;72
1104;K_SOBA;ac4271;Kardelen SOBA;K_SOBA@sqlegitimbtk.com;K;5.06.1940;13.08.2018 01:39;(555)3795696;85
1105;Y_SINIR;snowchic140;Yaren SİNİR;Y_SINIR@sqlegitimbtk.com;K;16.12.1997;14.08.2018 01:39;(544)4255157;28
1106;I_ABUNAZ;fwarthy;İlhan ABUNAZ;I_ABUNAZ@sqlegitimbtk.com;E;8.08.1987;15.08.2018 01:39;(532)4023787;38
1107;S_UNDES;"width=""506""";Sultan UNDEŞ;S_UNDES@sqlegitimbtk.com;K;1.12.1995;16.08.2018 01:39;(538)5855224;30
1108;A_OGVN;$ub+o+@11in9;Amine ÖĞÜN;A_OGVN@sqlegitimbtk.com;K;26.01.1986;17.08.2018 01:39;(554)6492646;39
1109;K_KULAKCI;augustpicasso;Kadir KULAKCI;K_KULAKCI@sqlegitimbtk.com;E;3.04.1942;18.08.2018 01:39;(553)8611728;83
1110;S_FERAKCAGIRGAN;8tinwoman;Seda FERAKÇAĞIRGAN;S_FERAKCAGIRGAN@sqlegitimbtk.com;K;30.07.1941;19.08.2018 01:39;(554)3233844;84
1111;B_SALDIZ;p4rti$4n$hip;Bülent SALDIZ;B_SALDIZ@sqlegitimbtk.com;E;21.01.1978;20.08.2018 01:39;(505)5902874;47
1112;Y_ALI;dvve6gw64;Yusuf Ali KEÇİ;Y_ALI@sqlegitimbtk.com;E;17.10.1996;21.08.2018 01:39;(538)3544798;29
1113;F_KARAESKI;8734240;Fırat KARAESKİ;F_KARAESKI@sqlegitimbtk.com;E;19.08.1985;22.08.2018 01:39;(542)4707690;40
1114;O_HALIS;biggestbeach;Ömer Halis TÜMEN;O_HALIS@sqlegitimbtk.com;E;14.03.1987;23.08.2018 01:39;(544)9501176;38
1115;D_CAKCAK;marjorie14;Deniz ÇAKÇAK;D_CAKCAK@sqlegitimbtk.com;E;1.08.1942;24.08.2018 01:39;(543)7808151;83
1116;R_SIFAR;courcome575;Rahime ŞİFAR;R_SIFAR@sqlegitimbtk.com;K;8.05.1950;25.08.2018 01:39;(532)8008747;75
1117;M_EMIR;raynilu;Muhammed Emir BİŞKİN;M_EMIR@sqlegitimbtk.com;E;24.03.1945;26.08.2018 01:39;(541)6309198;80
1118;E_MORALI;dado857;Egemen MORALI;E_MORALI@sqlegitimbtk.com;E;29.03.1976;27.08.2018 01:39;(555)9382487;49
1119;D_IRIYARI;h4l!t0s!s;Duygu İRİYARI;D_IRIYARI@sqlegitimbtk.com;K;16.02.1970;28.08.2018 01:39;(541)1542257;55
1120;I_KABACAOGLU;genia_rdrgz;Irmak KABACAOĞLU;I_KABACAOGLU@sqlegitimbtk.com;K;1.07.1964;28.08.2018 01:39;(536)5332270;61
1121;H_TANSEL;hij7;Huriye TANSEL;H_TANSEL@sqlegitimbtk.com;K;1.12.1952;29.08.2018 01:39;(537)5419326;73
1122;V_GVLSVN;3v!$c3r47!ng;Ümit GÜLSÜN;V_GVLSVN@sqlegitimbtk.com;E;28.10.1965;30.08.2018 01:39;(536)8081763;60
1123;Y_MISTIK;slagvar3r;Yalçın MISTIK;Y_MISTIK@sqlegitimbtk.com;E;19.06.1998;31.08.2018 01:39;(534)2203888;27
1124;A_KOSAR;mmmsmith33;Arda KOŞAR;A_KOSAR@sqlegitimbtk.com;E;22.03.1977;1.09.2018 01:39;(537)9163128;48
1125;A_ENGVZEL;cuw2meb;Alya ENGÜZEL;A_ENGVZEL@sqlegitimbtk.com;K;5.05.1958;2.09.2018 01:39;(532)4812742;67
1126;R_BELTEK;$crutiniz3r$;Remziye BELTEK;sqlserver.egitim@gmail.com;K;25.04.1946;3.09.2018 01:39;(538)4343930;79
1127;C_KOKEZ;esterel1243;Celal KÖKEZ;C_KOKEZ@sqlegitimbtk.com;E;8.11.1986;4.09.2018 01:39;(544)8369294;39
1128;M_BAYIRDAR;lolobeth5;Mihriban BAYIRDAR;M_BAYIRDAR@sqlegitimbtk.com;K;25.03.1972;5.09.2018 01:39;(536)2174656;53
1129;E_KIRATLIOGLU;msihpromatemoryp;Eslem KIRATLIOĞLU;E_KIRATLIOGLU@sqlegitimbtk.com;K;30.08.1945;6.09.2018 01:39;(535)6155283;80
1130;M_ENES;crosfield.studio;Muhammed Enes GÜLGEN;M_ENES@sqlegitimbtk.com;E;19.12.1981;7.09.2018 01:39;(532)1434812;44
1131;A_KAYHAN;jexielofficialpr;Arife KAYHAN;A_KAYHAN@sqlegitimbtk.com;K;28.04.1977;8.09.2018 01:39;(555)5877233;48
1132;O_MUYOOGLU;03-09-1556;Oğuzhan MUYOOĞLU;O_MUYOOGLU@sqlegitimbtk.com;E;9.05.1985;9.09.2018 01:39;(542)6828731;40
1133;S_TUNGIL;moeookeeper;Şengül TUNGİL;S_TUNGIL@sqlegitimbtk.com;K;23.09.1998;10.09.2018 01:39;(532)5551412;27
1134;A_OZERKAN;splat! ~` @#####q;Ayfer ÖZERKAN;A_OZERKAN@sqlegitimbtk.com;K;10.04.1999;12.09.2018 01:39;(532)5065551;26
1135;K_KARGIN;kangasingers;Kardelen KARGIN;K_KARGIN@sqlegitimbtk.com;K;15.05.1968;13.09.2018 01:39;(554)5312563;57
1136;S_TEMURAYAK;kevin20_20;Sibel TEMURAYAK;S_TEMURAYAK@sqlegitimbtk.com;K;10.04.1952;14.09.2018 01:39;(536)4884888;73
1137;K_BIRSEN;christinamsimmons;Kadriye BİRŞEN;K_BIRSEN@sqlegitimbtk.com;K;8.04.1993;15.09.2018 01:39;(532)3238518;32
1138;N_KOCALAK;ccg-faster;Nilgün KOÇALAK;N_KOCALAK@sqlegitimbtk.com;K;26.08.1995;16.09.2018 01:39;(535)6528510;30
1139;E_KITLI;824652178;Emel KİTLİ;E_KITLI@sqlegitimbtk.com;K;15.04.1985;17.09.2018 01:39;(532)2376077;40
1140;I_BAYKAN;alinatac;İrem BAYKAN;I_BAYKAN@sqlegitimbtk.com;K;24.12.1989;18.09.2018 01:39;(538)4343498;36
1141;O_CAYKUS;orugote;Oktay ÇAYKUŞ;O_CAYKUS@sqlegitimbtk.com;E;2.02.1958;20.09.2018 01:39;(544)7427845;67
1142;D_NAKISLI;biggene87;Deniz NAKIŞLI;D_NAKISLI@sqlegitimbtk.com;K;5.09.1950;21.09.2018 01:39;(536)3228481;75
1143;M_DINDORUK;ojfoslte0naxpkxh;Mesut DİNDORUK;M_DINDORUK@sqlegitimbtk.com;E;13.05.1982;22.09.2018 01:39;(534)1159447;43
1144;E_SU;un5eamin9;Elif su AYSER;E_SU@sqlegitimbtk.com;K;24.10.1979;23.09.2018 01:39;(543)1577761;46
1145;S_ERSAHIN;aruface;Saniye ERŞAHİN;S_ERSAHIN@sqlegitimbtk.com;K;27.06.1963;24.09.2018 01:39;(536)1181254;62
1146;A_BIRSIN;chazb4u;Arif BİRSİN;A_BIRSIN@sqlegitimbtk.com;E;28.12.1944;25.09.2018 01:39;(538)9121816;81
1147;Z_HITAL;d95526;Zehra HİTAL;Z_HITAL@sqlegitimbtk.com;K;20.03.1985;26.09.2018 01:39;(538)6802824;40
1148;T_EFEKAN;"d&eacute;mat&eacute;rialisez1";Tuğçe EFEKAN;T_EFEKAN@sqlegitimbtk.com;K;10.01.1955;26.09.2018 01:39;(534)5871757;70
1149;C_ANLASAN;8649636;Çınar ANLAŞAN;C_ANLASAN@sqlegitimbtk.com;E;20.08.1967;27.09.2018 01:39;(542)1462612;58
1150;B_HAMAL;diciembre367;Berke HAMAL;B_HAMAL@sqlegitimbtk.com;E;30.07.1993;28.09.2018 01:39;(536)5158244;32
1151;M_EYMEN;littobook;Muhammed Eymen DOĞULUGİL;M_EYMEN@sqlegitimbtk.com;E;8.01.1994;29.09.2018 01:39;(505)6084722;31
1152;E_SALIK;pniskopf95;Ece SALIK;E_SALIK@sqlegitimbtk.com;K;7.06.1946;30.09.2018 01:39;(553)1958040;79
1153;T_NEAMONITOU;kunanun;Tuana NEAMONITOU;T_NEAMONITOU@sqlegitimbtk.com;K;1.10.1996;1.10.2018 01:39;(542)8512795;29
1154;F_TOKKUS;1gannatal;Fatih TOKKUŞ;F_TOKKUS@sqlegitimbtk.com;E;17.06.1981;2.10.2018 01:39;(535)2027066;44
1155;E_AKBALIK;callie849;Ege AKBALIK;E_AKBALIK@sqlegitimbtk.com;E;4.08.1974;3.10.2018 01:39;(532)7741511;51
1156;N_BURGUCU;mammies!;Necdet BURGUCU;N_BURGUCU@sqlegitimbtk.com;E;17.08.1996;4.10.2018 01:39;(534)4886818;29
1157;R_GOKKOYUN;poetrygonewrong;Reyhan GÖKKOYUN;R_GOKKOYUN@sqlegitimbtk.com;K;23.09.1946;5.10.2018 01:39;(534)6764973;79
1158;N_KOLAKOGLU;ramirol;Nuriye KOLAKOĞLU;N_KOLAKOGLU@sqlegitimbtk.com;K;18.01.1973;6.10.2018 01:39;(505)4077353;52
1159;E_SOYOGLU;pmrwira972;Ensar SOYOĞLU;E_SOYOGLU@sqlegitimbtk.com;E;12.12.1952;7.10.2018 01:39;(505)2098449;73
1160;M_CAN;cellefoster;Mehmet Can DARKA;M_CAN@sqlegitimbtk.com;E;31.05.1955;8.10.2018 01:39;(532)4269369;70
1161;B_ATINC;vera sumer;Buket ATINÇ;B_ATINC@sqlegitimbtk.com;K;6.06.1982;9.10.2018 01:39;(541)1578044;43
1162;H_BUJITERI;raphae1i$m;Helin BUJİTERİ;H_BUJITERI@sqlegitimbtk.com;K;27.06.1988;10.10.2018 01:39;(537)9547041;37
1163;K_SAYIK;0thaticeman3;Kevser ŞAYIK;K_SAYIK@sqlegitimbtk.com;K;11.04.1962;11.10.2018 01:39;(541)5893596;63
1164;D_UCARCI;onat1739;Duru UÇARCI;D_UCARCI@sqlegitimbtk.com;K;19.12.1983;12.10.2018 01:39;(532)3312369;42
1165;D_BASGERMEZ;leigha974;Duran BAŞGERMEZ;D_BASGERMEZ@sqlegitimbtk.com;E;15.02.1993;13.10.2018 01:39;(544)3263462;32
1166;K_SEBCIER;selnerm;Kazım ŞEBÇİER;K_SEBCIER@sqlegitimbtk.com;E;29.06.1965;14.10.2018 01:39;(536)3818277;60
1167;M_KVCVKALEMDAR;541onikag;Muharrem KÜÇÜKALEMDAR;M_KVCVKALEMDAR@sqlegitimbtk.com;E;18.06.1986;15.10.2018 01:39;(538)4012269;39
1168;H_GECGEL;zeugogeosyncline3;Hülya GEÇGEL;H_GECGEL@sqlegitimbtk.com;K;3.11.1999;16.10.2018 01:39;(541)3605295;26
1169;F_CETINTVRK;nazia farooqi;Faruk ÇETİNTÜRK;F_CETINTVRK@sqlegitimbtk.com;E;17.08.1961;17.10.2018 01:39;(542)1735649;64
1170;P_OSAR;ivycemalyja013;Polat OŞAR;P_OSAR@sqlegitimbtk.com;E;11.05.1982;18.10.2018 01:39;(533)4889056;43
1171;A_SAHOGLU;airest11;Abdullah ŞAHOĞLU;A_SAHOGLU@sqlegitimbtk.com;E;1.01.1945;19.10.2018 01:39;(536)1049575;80
1172;M_VLGERLI;"ch&acirc;timent15";Meltem ÜLGERLİ;M_VLGERLI@sqlegitimbtk.com;K;10.02.1987;20.10.2018 01:39;(544)5584744;38
1173;H_KARANCAK;984f33;Habibe KARANCAK;H_KARANCAK@sqlegitimbtk.com;K;18.05.1987;21.10.2018 01:39;(538)7044493;38
1174;B_FERHATOGLU;aliriddel;Berat FERHATOĞLU;B_FERHATOGLU@sqlegitimbtk.com;E;18.01.1957;22.10.2018 01:39;(533)1283266;68
1175;Y_UMUTLU;3######> ~o (>-<);Yüksel UMUTLU;Y_UMUTLU@sqlegitimbtk.com;E;25.03.1964;23.10.2018 01:39;(505)3148686;61
1176;A_URLU;m870808cp;Aysima URLU;A_URLU@sqlegitimbtk.com;K;3.09.1966;24.10.2018 01:39;(535)5084626;59
1177;Y_KONYALI;intratexto;Yeter KONYALI;Y_KONYALI@sqlegitimbtk.com;K;30.08.1967;25.10.2018 01:39;(536)7935113;58
1178;Y_MESTANLAR;streetcombination;Yıldız MESTANLAR;Y_MESTANLAR@sqlegitimbtk.com;K;18.01.1972;25.10.2018 01:39;(534)9395192;53
1179;N_DARENDELIOGLU;6009683;Nihal DARENDELİOĞLU;N_DARENDELIOGLU@sqlegitimbtk.com;K;7.02.1972;26.10.2018 01:39;(538)1639473;53
1180;E_OZBAYKUS;semiflo@+ing;Elifnur ÖZBAYKUŞ;E_OZBAYKUS@sqlegitimbtk.com;K;27.04.1975;28.10.2018 01:39;(544)2474526;50
1181;H_KVLEGE;20b04ddf;Hafize KÜLEGE;H_KVLEGE@sqlegitimbtk.com;K;25.10.1961;29.10.2018 01:39;(532)7864841;64
1182;G_ORVM;alteslagerpauli;Gülhan ÖRÜM;G_ORVM@sqlegitimbtk.com;K;4.03.1948;30.10.2018 01:39;(555)7996934;77
1183;T_TERZIHAN;"a&yen;po&yen;ri&yen;as";Tansu TERZİHAN;T_TERZIHAN@sqlegitimbtk.com;K;17.03.1941;31.10.2018 01:39;(535)7118348;84
1184;Z_DAGASLAN;univers1988;Zehra DAĞASLAN;Z_DAGASLAN@sqlegitimbtk.com;K;15.11.1973;1.11.2018 01:39;(541)3573311;52
1185;Y_PANSIYONU;patceec@aol.com95;Yılmaz PANSİYONU;Y_PANSIYONU@sqlegitimbtk.com;E;7.03.1971;2.11.2018 01:39;(543)6096172;54
1186;B_INS.TAHH.SAN.TIC.LTD.STI;9212903;Burcu ÖZER;B_INS.TAHH.SAN.TIC.LTD.STI@sqlegitimbtk.com;K;19.10.1984;3.11.2018 01:39;(535)8537250;41
1187;R_CEBI;"d&eacute;partage18";Ramazan ÇEBİ;R_CEBI@sqlegitimbtk.com;E;18.06.1946;4.11.2018 01:39;(538)9319451;79
1188;H_HVSEYIN;lauwershage;Hasan Hüseyin HASÖKSÜZ;H_HVSEYIN@sqlegitimbtk.com;E;18.11.1990;5.11.2018 01:39;(554)2659211;35
1189;Y_GOCEMEN;nortriptyline7;Yeliz GÖÇEMEN;Y_GOCEMEN@sqlegitimbtk.com;K;14.01.1999;6.11.2018 01:39;(536)4216097;26
1190;N_YAPA;contrabands9;Neriman YAPA;N_YAPA@sqlegitimbtk.com;K;8.06.1973;7.11.2018 01:39;(537)2715748;52
1191;D_CETINBAS;xxxandrea148xxx;Damla ÇETİNBAŞ;D_CETINBAS@sqlegitimbtk.com;K;7.12.1968;8.11.2018 01:39;(538)8274294;57
1192;Z_AKYILDIZ;mazerolles298;Zilan AKYILDIZ;Z_AKYILDIZ@sqlegitimbtk.com;K;3.10.1978;9.11.2018 01:39;(538)9266059;47
1193;E_ACIKGOZ;persy1963;Erdal AÇIKGÖZ;E_ACIKGOZ@sqlegitimbtk.com;E;13.09.1966;10.11.2018 01:39;(534)3139859;59
1194;H_IBRAHIM;walkinicon;Halil İbrahim URUK;H_IBRAHIM@sqlegitimbtk.com;E;16.05.1977;11.11.2018 01:39;(554)1045437;48
1195;B_MALKOCOGLU;blom123;Bayram MALKOÇOĞLU;B_MALKOCOGLU@sqlegitimbtk.com;E;9.01.1940;12.11.2018 01:39;(532)8462053;85
1196;E_INAG;ratsgr;Engin İNAĞ;E_INAG@sqlegitimbtk.com;E;16.11.1941;13.11.2018 01:39;(554)7459687;84
1197;K_TUNCER;elpunkykudailomejor1992;Kerim TUNCER;K_TUNCER@sqlegitimbtk.com;E;2.05.1964;14.11.2018 01:39;(537)5451224;61
1198;M_SAKCI;a8ba58;Murat SAKÇI;M_SAKCI@sqlegitimbtk.com;E;26.06.1987;15.11.2018 01:39;(534)6308478;38
1199;N_DUYGULUCAN;myfluffy22;Nuran DUYGULUCAN;N_DUYGULUCAN@sqlegitimbtk.com;K;30.03.1958;16.11.2018 01:39;(541)3087759;67
1200;B_HANLEY;purnadasbaulandbapi;Boran HANLEY;B_HANLEY@sqlegitimbtk.com;E;22.01.1961;17.11.2018 01:39;(532)3856460;64
1201;A_BEKCI;mamitatiralu;Aysel BEKÇİ;A_BEKCI@sqlegitimbtk.com;K;28.06.1963;18.11.2018 01:39;(542)8177686;62
1202;N_KUMBAS;daarlangs9;Nuray KUMBAS;N_KUMBAS@sqlegitimbtk.com;K;31.10.1940;19.11.2018 01:39;(554)9595572;85
1203;M_HAIP;kennethaabqlb478442;Muzaffer HAİP;M_HAIP@sqlegitimbtk.com;E;20.10.1975;20.11.2018 01:39;(543)2372497;50
1204;M_SOYDANER;nastasiapalamar;Melisa SOYDANER;M_SOYDANER@sqlegitimbtk.com;K;22.07.1987;21.11.2017 01:39;(544)1639956;38
1205;M_SACAN;kkadmin6;Muzaffer SAÇAN;M_SACAN@sqlegitimbtk.com;E;10.12.1955;22.11.2017 01:39;(542)7638049;70
1206;E_BAVBEK;gizmo002;Ebrar BAVBEK;E_BAVBEK@sqlegitimbtk.com;K;29.07.1949;23.11.2017 01:39;(537)7459155;76
1207;E_SARIDOGAN;cynlee_20k;Ela SARIDOĞAN;E_SARIDOGAN@sqlegitimbtk.com;K;29.04.1943;23.11.2017 01:39;(542)7841422;82
1208;H_ISIN;haylanvips;Hafize IŞIN;H_ISIN@sqlegitimbtk.com;K;14.07.1977;24.11.2017 01:39;(534)8734766;48
1209;H_CAYAN;scsots1;Havva ÇAYAN;H_CAYAN@sqlegitimbtk.com;K;30.08.1987;25.11.2017 01:39;(536)7887441;38
1210;L_YAKISIKLI;brazilbabe1012;Levent YAKIŞIKLI;L_YAKISIKLI@sqlegitimbtk.com;E;2.05.1951;26.11.2017 01:39;(537)3636235;74
1211;D_SEREK;coercible2008;Derin SEREK;D_SEREK@sqlegitimbtk.com;K;1.03.1982;27.11.2017 01:39;(555)6748867;43
1212;N_ERGAN;xconformist;Nehir ERGAN;N_ERGAN@sqlegitimbtk.com;K;27.09.1946;28.11.2017 01:39;(537)4425286;79
1213;B_AKSOY;maddog06;Beril AKSOY;B_AKSOY@sqlegitimbtk.com;K;17.09.1996;30.11.2017 01:39;(505)7603092;29
1214;D_KIRISCI;mohamednawaia;Duran KİRİŞCİ;D_KIRISCI@sqlegitimbtk.com;E;29.10.1954;1.12.2017 01:39;(555)8781529;71
1215;E_NUR;9378617;Elif nur AKPINAR;E_NUR@sqlegitimbtk.com;K;26.12.1949;2.12.2017 01:39;(538)1371443;76
1216;A_OSMAN;corroderais777;Ali Osman OFLAZOĞLU;A_OSMAN@sqlegitimbtk.com;E;8.12.1985;3.12.2017 01:39;(505)5617256;40
1217;I_BIRLIGI;yannwills49;İkra BİRLİĞİ;I_BIRLIGI@sqlegitimbtk.com;K;11.02.1960;4.12.2017 01:39;(535)4549327;65
1218;S_MUHTESIPOGLU;rapid-injection;Şenol MUHTESİPOĞLU;S_MUHTESIPOGLU@sqlegitimbtk.com;E;24.08.1942;5.12.2017 01:39;(535)4177234;83
1219;Z_GVCLV;babyvane24;Zilan GÜÇLÜ;Z_GVCLV@sqlegitimbtk.com;K;23.02.1963;6.12.2017 01:39;(543)7594388;62
1220;S_GOZVTOK;rihina95;Salih GÖZÜTOK;S_GOZVTOK@sqlegitimbtk.com;E;19.11.1952;7.12.2017 01:39;(537)6755497;73
1221;E_KELKIT;pepi!;Elifsu KELKİT;E_KELKIT@sqlegitimbtk.com;K;15.11.1983;8.12.2017 01:39;(543)4059020;42
1222;G_DORAP;babygrlpdx;Güllü DORAP;G_DORAP@sqlegitimbtk.com;K;13.01.1956;9.12.2017 01:39;(505)3001330;69
1223;E_GVMVSTOP;devocal1zat1on;Ersin GÜMÜŞTOP;E_GVMVSTOP@sqlegitimbtk.com;E;14.05.1952;10.12.2017 01:39;(543)2428913;73
1224;T_KOLE;declan988;Tuana KÖLE;T_KOLE@sqlegitimbtk.com;K;12.02.1953;11.12.2017 01:39;(542)1107061;72
1225;G_MEHMEDOV;angeliica;Güneş MEHMEDOV;G_MEHMEDOV@sqlegitimbtk.com;K;7.08.1948;12.12.2017 01:39;(532)5305463;77
1226;Y_CIMSIT;lifrgi779;Yusuf ÇİMŞİT;Y_CIMSIT@sqlegitimbtk.com;E;7.08.1947;13.12.2017 01:39;(532)2567327;78
1227;V_SOYSERIN;9246286566;Vedat SOYSERİN;V_SOYSERIN@sqlegitimbtk.com;E;29.06.1966;14.12.2017 01:39;(534)9375977;59
1228;S_DILSIZ;bradleyballinger;Salih DİLSİZ;S_DILSIZ@sqlegitimbtk.com;E;20.05.1961;15.12.2017 01:39;(544)3134051;64
1229;Y_ISIKSER;neskuiik;Yıldız IŞIKSER;Y_ISIKSER@sqlegitimbtk.com;K;19.06.1996;16.12.2017 01:39;(534)8138146;29
1230;V_OZKOZANOGLU;kclingman;Veli ÖZKOZANOĞLU;V_OZKOZANOGLU@sqlegitimbtk.com;E;2.01.1969;17.12.2017 01:39;(537)4292563;56
1231;D_SVLEYMANOGLU;cazilhac626;Damla SÜLEYMANOĞLU;D_SVLEYMANOGLU@sqlegitimbtk.com;K;2.01.1999;18.12.2017 01:39;(541)8276255;26
1232;N_CELTIKCI;tauavae;Nesrin ÇELTİKÇİ;N_CELTIKCI@sqlegitimbtk.com;K;4.01.1973;19.12.2017 01:39;(555)7441128;52
1233;S_DEMIREL;s7imu1a7in9;Selma DEMİREL;S_DEMIREL@sqlegitimbtk.com;K;23.05.1946;20.12.2017 01:39;(543)7465749;79
1234;M_CAN;manthemaster;Mehmet Can EDEER;M_CAN@sqlegitimbtk.com;E;18.09.1980;21.12.2017 01:39;(538)1582726;45
1235;M_CAKLI;1720nounou;Meltem ÇAKLI;M_CAKLI@sqlegitimbtk.com;K;15.06.1968;22.12.2017 01:39;(554)1226653;57
1236;A_ALTUNBACAK;6669d6;Aysel ALTUNBACAK;A_ALTUNBACAK@sqlegitimbtk.com;K;9.10.1960;22.12.2017 01:39;(544)9064856;65
1237;B_GIYIN;blueridgedeckandpatio;Boran GIYIN;B_GIYIN@sqlegitimbtk.com;E;5.06.1992;23.12.2017 01:39;(554)1697938;33
1238;Z_ULUCAY;stifflermauri;Zeki ULUCAY;Z_ULUCAY@sqlegitimbtk.com;E;20.02.1995;24.12.2017 01:39;(532)4343235;30
1239;N_MACOZ;6ca354;Nisanur MACÖZ;N_MACOZ@sqlegitimbtk.com;K;11.02.1973;25.12.2017 01:39;(505)8948042;52
1240;H_GVNKAN;908a61;Hediye GÜNKAN;H_GVNKAN@sqlegitimbtk.com;K;18.06.1979;27.12.2017 01:39;(534)1594930;46
1241;D_DEMIRKAPI;chauhan1!;Döndü DEMİRKAPI;D_DEMIRKAPI@sqlegitimbtk.com;K;5.06.1978;28.12.2017 01:39;(534)9318034;47
1242;S_BELLEK;dywa972;Serpil BELLEK;S_BELLEK@sqlegitimbtk.com;K;18.07.1970;29.12.2017 01:39;(538)3934722;55
1243;O_GVMVSCV;calandar3;Oğuz GÜMÜSCÜ;O_GVMVSCV@sqlegitimbtk.com;E;17.10.1943;30.12.2017 01:39;(542)5639834;82
1244;S_NAKLIYAT;4114610;Sebahat NAKLİYAT;S_NAKLIYAT@sqlegitimbtk.com;K;31.10.1996;31.12.2017 01:39;(533)1702640;29
1245;E_ASIM;cheeze64;Ezgi AŞİM;E_ASIM@sqlegitimbtk.com;K;25.09.1968;1.01.2018 01:39;(537)2027118;57
1246;F_DERECELI;bloodzmusik;Funda DERECELİ;F_DERECELI@sqlegitimbtk.com;K;22.11.1976;2.01.2018 01:39;(505)5459377;49
1247;E_BULUKCU;bshiraxme;Erol BULUKCU;E_BULUKCU@sqlegitimbtk.com;E;16.09.1984;3.01.2018 01:39;(532)7796592;41
1248;E_KARACINAR;442bruno;Erhan KARAÇINAR;E_KARACINAR@sqlegitimbtk.com;E;31.08.1961;4.01.2018 01:39;(555)6683566;64
1249;N_EMRULLAHOGLU;christianmeehan;Nesrin EMRULLAHOGLU;N_EMRULLAHOGLU@sqlegitimbtk.com;K;27.02.1945;5.01.2018 01:39;(538)8345231;80
1250;C_EMLEK;jason4kalena;Çınar EMLEK;C_EMLEK@sqlegitimbtk.com;E;22.01.1965;6.01.2018 01:39;(505)3643714;60
1251;G_KELLEGOZ;zeero dormann;Gökçe KELLEGÖZ;G_KELLEGOZ@sqlegitimbtk.com;K;3.08.1945;7.01.2018 01:39;(544)8029553;80
