ID;USERID;ADDRESSTEXT;COUNTRY;CITY;TOWN
8869;5765;SÜNLÜ MAH.ANI 3 SOKAK NO:301 81540 ÇUBUK/ANKARA;TÜRKİYE;ANKARA;ÇUBUK
8870;5765;ÇINAR MAH.ŞAFAK SOKAK NO:680 96097 MALTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;MALTEPE
8871;5766;FATİH MAH.DOĞAN SOKAK NO:393 89587 ERGANİ/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;ERGANİ
8872;5767;NAVSAKLAR KÖYÜ MAH.MERKEZ MEVKİ SOKAK NO:386 117679 SAFRANBOLU/KARABÜK;TÜRKİYE;KARABÜK;SAFRANBOLU
8873;5767;ATATÜRK MAH.5570. SOKAK NO:744 97303 SEFERİHİSAR/İZMİR;TÜRKİYE;İZMİR;SEFERİHİSAR
8874;5767;YENİBAĞLAR MAH.HÜZZAM SOKAK NO:40 125905 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
8875;5767;SIRRIPAŞA MAH.HACI KEMAL SOKAK NO:432 100383 DERİNCE/KOCAELİ;TÜRKİYE;KOCAELİ;DERİNCE
8876;5768;TOPARLAR-MERKEZ MAH.ŞEHİT HAYRULLAH DEMİR 10. SOKAK NO:389 105335 KÖYCEĞİZ/MUĞLA;TÜRKİYE;MUĞLA;KÖYCEĞİZ
8877;5768;ATATÜRK MAH.KIZILÇAM SOKAK NO:326 97008 KEMALPAŞA/İZMİR;TÜRKİYE;İZMİR;KEMALPAŞA
8878;5769;TİLKİCEK KÖYÜ MAH.ÜST MEVKİ SOKAK NO:820 93837 KÜRTÜN/GÜMÜŞHANE;TÜRKİYE;GÜMÜŞHANE;KÜRTÜN
8879;5769;CUMHURİYET MAH.GÜLHAN SOKAK NO:310 113627 BANAZ/UŞAK;TÜRKİYE;UŞAK;BANAZ
8880;5769;ARİFEGAZİLİ-YENİ MAH.ASMALI SOKAK NO:395 88409 SUNGURLU/ÇORUM;TÜRKİYE;ÇORUM;SUNGURLU
8881;5770;YOLLARBAŞI-HACI İLYAS MAH.PAPATYA SOKAK NO:679 115919 KARAMAN MERKEZ/KARAMAN;TÜRKİYE;KARAMAN;KARAMAN MERKEZ
8882;5770;AĞAÇKORUR KÖYÜ MAH.KEHİR VANG MEVKİ SOKAK NO:730 89747 KULP/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;KULP
8883;5771;MİMARSİNAN SİLİVRİ MAH.NADİDE SOKAK NO:870 96402 SİLİVRİ/İSTANBUL;TÜRKİYE;İSTANBUL;SİLİVRİ
8884;5771;ÇAMKÖY-EŞREFPAŞA MAH.DOĞRAMACILAR SOKAK NO:264 105263 FETHİYE/MUĞLA;TÜRKİYE;MUĞLA;FETHİYE
8885;5771;DERE MAH.DERE SOKAK NO:134 99675 LÜLEBURGAZ/KIRKLARELİ;TÜRKİYE;KIRKLARELİ;LÜLEBURGAZ
8886;5771;KARŞIYAKA MAH.955. SOKAK NO:608 106337 ORDU MERKEZ/ORDU;TÜRKİYE;ORDU;ORDU MERKEZ
8887;5772;KILILI-ŞEHİT ŞEREF MAH.NESLİHAN ÖZMEN SOKAK NO:39 104570 TÜRKOĞLU/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;TÜRKOĞLU
8888;5772;HASHAS MAH.6651. SOKAK NO:786 115359 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
8889;5772;DAĞ KAPI MAH.BAYIRAĞA SOKAK NO:272 116674 CİZRE/ŞIRNAK;TÜRKİYE;ŞIRNAK;CİZRE
8890;5772;YİVDİNCİK KÖYÜ MAH.FERİZDEREN MEVKİ SOKAK NO:588 76055 KEŞAP/GİRESUN;TÜRKİYE;GİRESUN;KEŞAP
8891;5773;CAMİİKEBİR MAH.375. SOKAK NO:259 95421 SİLİFKE/MERSİN;TÜRKİYE;MERSİN;SİLİFKE
8892;5774;MAHMUDİYE MAH.BURHAN FELEK CADDESİ SOKAK NO:412 119654 AKDENİZ/MERSİN;TÜRKİYE;MERSİN;AKDENİZ
8893;5774;ÇAYKENT-KİREÇHANE MAH.KİREÇHANE MERKEZ SOKAK NO:801 107193 RİZE MERKEZ/RİZE;TÜRKİYE;RİZE;RİZE MERKEZ
8894;5775;FATİH MAH.86. SOKAK NO:662 106203 BOR/NİĞDE;TÜRKİYE;NİĞDE;BOR
8895;5776;CENGİZ TOPEL MAH.995. SOKAK NO:850 118122 KADİRLİ/OSMANİYE;TÜRKİYE;OSMANİYE;KADİRLİ
8896;5777;DERE MAH.446. SOKAK NO:892 105511 YATAĞAN/MUĞLA;TÜRKİYE;MUĞLA;YATAĞAN
8897;5777;NENEHATUN MAH.FERHAN SOKAK NO:722 119494 DARICA/KOCAELİ;TÜRKİYE;KOCAELİ;DARICA
8898;5777;YUKARI MAH.3081. SOKAK NO:767 88969 ÇİVRİL/DENİZLİ;TÜRKİYE;DENİZLİ;ÇİVRİL
8899;5777;ATAKENT-MERKEZ MAH.AKYER MEVKİİ KÜME EVLERİ SOKAK NO:573 100746 AKŞEHİR/KONYA;TÜRKİYE;KONYA;AKŞEHİR
8900;5778;SELAMI ALI MAH.NISFİYECİ SOKAK NO:93 96303 ÜSKÜDAR/İSTANBUL;TÜRKİYE;İSTANBUL;ÜSKÜDAR
8901;5778;ARSLANPAŞA MAH.ŞEVKAT SOKAK NO:684 78547 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
8902;5778;GÜMÜŞSUYU MAH.UMUT SOKAK NO:274 95731 BEYKOZ/İSTANBUL;TÜRKİYE;İSTANBUL;BEYKOZ
8903;5778;ARDIÇ KÖYÜ MAH.SÖKÜ MEVKİ SOKAK NO:139 109535 BOYABAT/SİNOP;TÜRKİYE;SİNOP;BOYABAT
8904;5779;YENİÇİFTLİK-MERKEZ MAH.BEGONYA 7 SOKAK NO:722 111025 MARMARAEREĞLİSİ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;MARMARAEREĞLİSİ
8905;5779;BARBAROS MAH.4426. SOKAK NO:459 103009 MANİSA MERKEZ/MANİSA;TÜRKİYE;MANİSA;MANİSA MERKEZ
8906;5779;KURTULUŞ MAH.ŞİRİN SOKAK NO:670 86843 YENİŞEHİR/BURSA;TÜRKİYE;BURSA;YENİŞEHİR
8907;5779;MAHKEME MAH.MUALLİM HALİL İBRAHİM SOKAK NO:750 83796 BURHANİYE/BALIKESİR;TÜRKİYE;BALIKESİR;BURHANİYE
8908;5780;KIRKISRAK KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:184 99406 SARIZ/KAYSERİ;TÜRKİYE;KAYSERİ;SARIZ
8909;5780;ESENYURT -VİLLAKENT MAH.71-ESENYURT CADDESİ SOKAK NO:539 109896 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
8910;5781;HİLAL MAH.SARUHAN CAMİ SOKAK NO:770 119352 SANCAKTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;SANCAKTEPE
8911;5781;AKÇATEKİR-KÜÇÜKTEKİR MAH.HALİL ÖZYÖRÜK SOKAK NO:526 78656 POZANTI/ADANA;TÜRKİYE;ADANA;POZANTI
8912;5782;DEĞİRMENDERE MAH.ENTEL KÖY TATİL SİTESİ KÜME EVLERİ SOKAK NO:484 83360 KUŞADASI/AYDIN;TÜRKİYE;AYDIN;KUŞADASI
8913;5782;GÖCEK-CUMHURİYET MAH.KELEBEK SOKAK NO:754 105271 FETHİYE/MUĞLA;TÜRKİYE;MUĞLA;FETHİYE
8914;5783;ADALET MAH.1594/13 SOKAK NO:661 119371 BAYRAKLI/İZMİR;TÜRKİYE;İZMİR;BAYRAKLI
8915;5784;HÜKÜMET MAH.EZGİ SOKAK NO:612 83534 YENİPAZAR/AYDIN/AYDIN;TÜRKİYE;AYDIN;YENİPAZAR/AYDIN
8916;5784;BEYKONAK-RESİLLER MAH.UZUNEKİNLİK CADDESİ SOKAK NO:141 82544 KUMLUCA/ANTALYA;TÜRKİYE;ANTALYA;KUMLUCA
8917;5784;GAZİ MAH.ÖZBEK SOKAK NO:153 119785 CANİK/SAMSUN;TÜRKİYE;SAMSUN;CANİK
8918;5784;BOĞAZKÖY İSTİKLAL MAH.NURAN SOKAK NO:368 119265 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
8919;5785;KARTALTEPE MAH.308/1 SOKAK NO:867 81156 MAMAK/ANKARA;TÜRKİYE;ANKARA;MAMAK
8920;5785;KOZLU-GÜNEY MAH.SANAYİ SOKAK NO:782 77349 ZONGULDAK MERKEZ/ZONGULDAK;TÜRKİYE;ZONGULDAK;ZONGULDAK MERKEZ
8921;5785;UĞUR MUMCU MAH.8965. SOKAK NO:850 96575 ÇİĞLİ/İZMİR;TÜRKİYE;İZMİR;ÇİĞLİ
8922;5785;YAVUZ SULTAN SELİM MAH.5279. SOKAK NO:573 115381 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
8923;5786;YUNUS MAH.VARLIK SOKAK NO:47 96055 KARTAL/İSTANBUL;TÜRKİYE;İSTANBUL;KARTAL
8924;5786;KIRATLIOĞLU MAH.AKAR SOKAK NO:109 105809 NEVŞEHİR MERKEZ/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;NEVŞEHİR MERKEZ
8925;5786;KOCASİNAN_MERKEZ MAH.HARE SOKAK NO:778 95668 BAHÇELİEVLER/İSTANBUL;TÜRKİYE;İSTANBUL;BAHÇELİEVLER
8926;5786;TATKAVAKLI-ATATÜRK MAH.VEHBİ KOÇ CADDESİ SOKAK NO:682 126569 MUSTAFAKEMALPAŞA/BURSA;TÜRKİYE;BURSA;MUSTAFAKEMALPAŞA
8927;5787;SUGÖZÜ KÖYÜ MAH.ÇAKMAK MEVKİ SOKAK NO:160 82378 GAZİPAŞA/ANTALYA;TÜRKİYE;ANTALYA;GAZİPAŞA
8928;5787;SARIKOKMAZ MAH.İHSAN LIKOĞLU SOKAK NO:246 115218 EREĞLİ/ZONGULDAK/ZONGULDAK;TÜRKİYE;ZONGULDAK;EREĞLİ/ZONGULDAK
8929;5787;İÇERENKÖY MAH.HAKAN SOKAK NO:555 119281 ATAŞEHİR/İSTANBUL;TÜRKİYE;İSTANBUL;ATAŞEHİR
8930;5787;HİSARKÖY MAH.KÖYÜN KENDİSİ SOKAK NO:58 83768 BİGADİÇ/BALIKESİR;TÜRKİYE;BALIKESİR;BİGADİÇ
8931;5788;BÜYÜKÖZ KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:425 122007 PÜTÜRGE/MALATYA;TÜRKİYE;MALATYA;PÜTÜRGE
8932;5788;TABDUK EMRE MAH.1585. SOKAK NO:832 115849 KARAMAN MERKEZ/KARAMAN;TÜRKİYE;KARAMAN;KARAMAN MERKEZ
8933;5788;KUMTEPE KÖYÜ MAH.KUMTEPE1 MEVKİ SOKAK NO:473 94492 REYHANLI/HATAY;TÜRKİYE;HATAY;REYHANLI
8934;5788;ALEMDAĞ MAH.ONURLU SOKAK NO:559 119301 ÇEKMEKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ÇEKMEKÖY
8935;5789;GÜRE-İSKELE MAH.KAPLICA ARKASI KÜME EVLERİ SOKAK NO:255 83917 EDREMİT/BALIKESİR/BALIKESİR;TÜRKİYE;BALIKESİR;EDREMİT/BALIKESİR
8936;5790;ÖRNEK KÖYÜ MAH.ÖRNEK KARPUZDERE MEVKİ SOKAK NO:801 100156 KARTEPE/KOCAELİ;TÜRKİYE;KOCAELİ;KARTEPE
8937;5790;FATİH MAH.3.SULU SOKAK NO:483 86010 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
8938;5790;BARIŞ MAH.SEYİTHAN SOKAK NO:586 105038 NUSAYBİN/MARDİN;TÜRKİYE;MARDİN;NUSAYBİN
8939;5791;HUZUREVLERİ MAH.67. SOKAK NO:879 118819 KAYAPINAR/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;KAYAPINAR
8940;5791;BELEKLİ KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:699 105987 KOZAKLI/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;KOZAKLI
8941;5791;YAVUZ SULTAN SELİM MAH.3397. SOKAK NO:548 118910 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
8942;5791;OSMANGAZİ MAH.MERMER SOKAK NO:734 101655 KÜTAHYA MERKEZ/KÜTAHYA;TÜRKİYE;KÜTAHYA;KÜTAHYA MERKEZ
8943;5792;PLEVNE MAH.32_CUMHURİYET CADDESİ SOKAK NO:215 83585 BALIKESİR MERKEZ/BALIKESİR;TÜRKİYE;BALIKESİR;BALIKESİR MERKEZ
8944;5792;SAĞGÖZE KÖYÜ MAH.SEVİMLİ MEZRASI SOKAK NO:611 122685 GENÇ/BİNGÖL;TÜRKİYE;BİNGÖL;GENÇ
8945;5792;HACI ALİ EFENDİ MAH.ABBASOĞLU SOKAK NO:281 115749 AYDINTEPE/BAYBURT;TÜRKİYE;BAYBURT;AYDINTEPE
8946;5792;YUVA-İNÖNÜ MAH.ALİ AKMAN CADDESİ SOKAK NO:164 82294 ELMALI/ANTALYA;TÜRKİYE;ANTALYA;ELMALI
8947;5793;29 EKİM MAH.2159. SOKAK NO:523 96524 BUCA/İZMİR;TÜRKİYE;İZMİR;BUCA
8948;5794;YEŞİLOBA MAH.46089. SOKAK NO:656 78125 SEYHAN/ADANA;TÜRKİYE;ADANA;SEYHAN
8949;5794;EDİNCİK-YENİCE MAH.KAVAKLI ÇEŞME SOKAK NO:370 72014 BANDIRMA/BALIKESİR;TÜRKİYE;BALIKESİR;BANDIRMA
8950;5795;HAMDİYE MAH.414. SOKAK NO:92 88805 BOZKURT/DENİZLİ/DENİZLİ;TÜRKİYE;DENİZLİ;BOZKURT/DENİZLİ
8951;5795;KARAÇALI MAH.MUHTAR AKBEKİR 3 SOKAK NO:361 105216 DALAMAN/MUĞLA;TÜRKİYE;MUĞLA;DALAMAN
8952;5795;MADEN MAH.MADEN MAH.BOĞAZİÇİ ERKEK ÖĞRENCİ YURDU. SOKAK NO:704 96149 SARIYER/İSTANBUL;TÜRKİYE;İSTANBUL;SARIYER
8953;5795;EVREŞE-YENİ MAH.AYDIN SOKAK NO:23 74341 GELİBOLU/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;GELİBOLU
8954;5796;YUNUSLAR KÖYÜ MAH.CİVAN MEVKİ SOKAK NO:854 98272 ÇATALZEYTİN/KASTAMONU;TÜRKİYE;KASTAMONU;ÇATALZEYTİN
8955;5796;AŞAĞI KARKUTLU KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:848 113012 BİRECİK/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;BİRECİK
8956;5796;NAMIK KEMAL MAH.30. SOKAK NO:689 95815 ESENLER/İSTANBUL;TÜRKİYE;İSTANBUL;ESENLER
8957;5796;IRLIGANLI-MERKEZ MAH.1088/1 SOKAK NO:557 88665 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
8958;5797;FATİH SULTAN MEHMET MAH.VAN CADDESİ SOKAK NO:232 113964 ÇALDIRAN/VAN;TÜRKİYE;VAN;ÇALDIRAN
8959;5797;KERVANSARAY MAH.3063. SOKAK NO:660 88605 DENİZLİ MERKEZ/DENİZLİ;TÜRKİYE;DENİZLİ;DENİZLİ MERKEZ
8960;5797;SELAMET MAH.5.KARACA SOKAK NO:367 86052 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
8961;5798;FATİH MAH.ESRA SOKAK NO:492 110892 ÇERKEZKÖY/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;ÇERKEZKÖY
8962;5798;POSTANE MAH.YAĞIZ SOKAK NO:647 96214 TUZLA/İSTANBUL;TÜRKİYE;İSTANBUL;TUZLA
8963;5798;GÖLYÜZÜ MAH.34. SOKAK NO:74 85565 YENİÇAĞA/BOLU;TÜRKİYE;BOLU;YENİÇAĞA
8964;5798;MAHMUTBEY MAH.45. YOL SOKAK NO:549 95655 BAĞCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;BAĞCILAR
8965;5799;TEMENNİ MAH.KILIÇARSLAN SOKAK NO:646 106028 ÜRGÜP/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;ÜRGÜP
8966;5799;HAYDAROĞLU MAH.251. SOKAK NO:266 78179 YÜREĞİR/ADANA;TÜRKİYE;ADANA;YÜREĞİR
8967;5799;BOĞAZİÇİ-MERKEZ MAH.CEVİZLİ SOKAK NO:522 88766 BAKLAN/DENİZLİ;TÜRKİYE;DENİZLİ;BAKLAN
8968;5799;EMEKYEMEZ MAH.ÇAM SOKAK NO:28 95768 BEYOĞLU/İSTANBUL;TÜRKİYE;İSTANBUL;BEYOĞLU
8969;5800;FEVZİ ÇAKMAK MAH.77. SOKAK NO:545 85594 BURDUR MERKEZ/BURDUR;TÜRKİYE;BURDUR;BURDUR MERKEZ
8970;5800;ÖĞRETMENLER MAH.1154. SOKAK NO:716 83800 BURHANİYE/BALIKESİR;TÜRKİYE;BALIKESİR;BURHANİYE
8971;5800;BAYIRBAĞ-AKBULUT MAH.37. SOKAK NO:208 90959 ÜZÜMLÜ/ERZİNCAN;TÜRKİYE;ERZİNCAN;ÜZÜMLÜ
8972;5800;SELÇUKLU MAH.5541. SOKAK NO:608 115376 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
8973;5801;MÜMİNLİ MAH.5234. SOKAK NO:41 118906 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
8974;5801;ORTA MAH.KALAYCI SOKAK NO:468 106171 ALTUNHİSAR/NİĞDE;TÜRKİYE;NİĞDE;ALTUNHİSAR
8975;5801;KAPUCUBAŞI MAH.KEÇECİLER CADDESİ SOKAK NO:695 105806 NEVŞEHİR MERKEZ/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;NEVŞEHİR MERKEZ
8976;5801;TİPİ MAH.ŞANTİYE SOKAK NO:817 100735 AKŞEHİR/KONYA;TÜRKİYE;KONYA;AKŞEHİR
8977;5802;TUZCUZADE MAH.PULUR SOKAK NO:897 115633 BAYBURT MERKEZ/BAYBURT;TÜRKİYE;BAYBURT;BAYBURT MERKEZ
8978;5802;ÇÖVEK MAH.ERHAN DEMİR CADDESİ SOKAK NO:884 106296 ULUKIŞLA/NİĞDE;TÜRKİYE;NİĞDE;ULUKIŞLA
8979;5803;YULAFLI KÖYÜ MAH.ATATÜRK CAD. ZAMBAK 2. ÇIKMAZ SOKAK NO:578 110970 ÇORLU/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;ÇORLU
8980;5803;SEMERCİLER MAH.FENER SOKAK NO:798 119889 ADAPAZARI/SAKARYA;TÜRKİYE;SAKARYA;ADAPAZARI
8981;5803;KARTALTEPE MAH.NACİ KARACAN SOKAK NO:896 95681 BAKIRKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;BAKIRKÖY
8982;5804;CUDİ MAH.CANLI SOKAK NO:35 116673 CİZRE/ŞIRNAK;TÜRKİYE;ŞIRNAK;CİZRE
8983;5804;BAĞLICA KÖYÜ MAH.GOZİROT MEVKİ SOKAK NO:512 72087 ARDANUÇ/ARTVİN;TÜRKİYE;ARTVİN;ARDANUÇ
8984;5804;BAĞLIKAYA-KURTULUŞ MAH.ÇİĞDEM SOKAK NO:747 115400 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
8985;5805;ZAFER MAH.3016. SOKAK NO:476 97328 SELÇUK/İZMİR;TÜRKİYE;İZMİR;SELÇUK
8986;5805;HÜRRİYET MAH.KIRKYEDİNCİ SOKAK NO:417 105736 VARTO/MUŞ;TÜRKİYE;MUŞ;VARTO
8987;5805;ÇATALKAYA MAH.TUNA CADDESİ SOKAK NO:417 96761 NARLIDERE/İZMİR;TÜRKİYE;İZMİR;NARLIDERE
8988;5805;YEŞİLÖZEN MAH.31. SOKAK NO:316 113139 HALFETİ/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;HALFETİ
8989;5806;KIRKPINAR-MERKEZ MAH.KARANFİL SOKAK NO:209 101427 KULU/KONYA;TÜRKİYE;KONYA;KULU
8990;5806;ZAFER MAH.SARAY SOKAK NO:815 81934 POLATLI/ANKARA;TÜRKİYE;ANKARA;POLATLI
8991;5807;BAĞDAT MAH.120. SOKAK NO:593 119573 KARTEPE/KOCAELİ;TÜRKİYE;KOCAELİ;KARTEPE
8992;5808;KALEDAĞI KÖYÜ MAH.SOFUDEDE MEVKİ SOKAK NO:774 78499 KARAİSALI/ADANA;TÜRKİYE;ADANA;KARAİSALI
8993;5808;ESENEVLER MAH.21 NOLU İMAR YOLU KÜME EVLERİ SOKAK NO:877 102103 SİMAV/KÜTAHYA;TÜRKİYE;KÜTAHYA;SİMAV
8994;5808;CUMHURİYET MAH.İLLA CADDESİ SOKAK NO:600 118367 AKÇAKOCA/DÜZCE;TÜRKİYE;DÜZCE;AKÇAKOCA
8995;5808;ÜÇEVLER MAH.28. SOKAK NO:354 85951 NİLÜFER/BURSA;TÜRKİYE;BURSA;NİLÜFER
8996;5809;GÜLDİKEN MAH.1407. SOKAK NO:18 99783 KIRŞEHİR MERKEZ/KIRŞEHİR;TÜRKİYE;KIRŞEHİR;KIRŞEHİR MERKEZ
8997;5809;DUATEPE MAH.EKİN SOKAK NO:732 97344 TİRE/İZMİR;TÜRKİYE;İZMİR;TİRE
8998;5809;AGAH ATEŞ MAH.MUHSİN ALATAŞ CADDESİ SOKAK NO:95 100344 KÖRFEZ/KOCAELİ;TÜRKİYE;KOCAELİ;KÖRFEZ
8999;5809;ÇANAKLI MAH.ÇANAKLI 138 SOKAK NO:826 78560 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
9000;5810;ALAPELİT KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:383 115646 BAYBURT MERKEZ/BAYBURT;TÜRKİYE;BAYBURT;BAYBURT MERKEZ
9001;5810;YENİ MAH.MARTI SOKAK NO:522 108903 SALIPAZARI/SAMSUN;TÜRKİYE;SAMSUN;SALIPAZARI
9002;5811;ÇATMA MESCİT MAH.MEHMET PEHLİVAN SOKAK NO:389 95798 BEYOĞLU/İSTANBUL;TÜRKİYE;İSTANBUL;BEYOĞLU
9003;5811;CUMHURİYET MAH.ORTAK SOKAK NO:717 90116 UZUNKÖPRÜ/EDİRNE;TÜRKİYE;EDİRNE;UZUNKÖPRÜ
9004;5812;GÜNEŞEVLER MAH.121. SOKAK NO:889 80848 ALTINDAĞ/ANKARA;TÜRKİYE;ANKARA;ALTINDAĞ
9005;5812;BELENYENİ MAH.SANAYİ L BLOK SOKAK NO:234 115204 EREĞLİ/ZONGULDAK/ZONGULDAK;TÜRKİYE;ZONGULDAK;EREĞLİ/ZONGULDAK
9006;5813;YOLBAŞI-YENİCAMİ MAH.109. SOKAK NO:671 105029 MİDYAT/MARDİN;TÜRKİYE;MARDİN;MİDYAT
9007;5814;ÖREN KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:151 106255 ÇAMARDI/NİĞDE;TÜRKİYE;NİĞDE;ÇAMARDI
9008;5815;YUNUSEMRE MAH.DERGAH SOKAK NO:788 119354 SANCAKTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;SANCAKTEPE
9009;5815;YAMAN EVLER MAH.TOLAY SOKAK NO:366 96249 ÜMRANİYE/İSTANBUL;TÜRKİYE;İSTANBUL;ÜMRANİYE
9010;5816;TAHTAKALE MAH.T17 SOKAK NO:23 95639 AVCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;AVCILAR
9011;5816;KUZDERE MAH.BÖLÜCEKDİBİ KÜME EVLERİ SOKAK NO:107 82472 KEMER/ANTALYA/ANTALYA;TÜRKİYE;ANTALYA;KEMER/ANTALYA
9012;5816;OSMANİYE MAH.CİCİ SOKAK NO:495 95682 BAKIRKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;BAKIRKÖY
9013;5817;MAVİGÖL MAH.146. SOKAK NO:806 119251 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
9014;5817;EFENDİBEY MAH.YUNUS SOKAK NO:61 106074 NİĞDE MERKEZ/NİĞDE;TÜRKİYE;NİĞDE;NİĞDE MERKEZ
9015;5817;GÜMÜŞPALA MAH.7078. SOKAK NO:169 119378 BAYRAKLI/İZMİR;TÜRKİYE;İZMİR;BAYRAKLI
9016;5818;ADNAN MENDERES MAH.SEZGİN 1. SOKAK NO:280 89585 ERGANİ/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;ERGANİ
9017;5818;FAHRETTİN ALTAY MAH.156. SOKAK NO:109 101274 ILGIN/KONYA;TÜRKİYE;KONYA;ILGIN
9018;5818;ALAADDİN MAH.KARAKAYA CADDESİ SOKAK NO:585 82487 KORKUTELİ/ANTALYA;TÜRKİYE;ANTALYA;KORKUTELİ
9019;5819;MEHMET AKİF ERSOY MAH.60. SOKAK NO:198 118905 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
9020;5819;YENİ MAH.377. SOKAK NO:823 83086 ÇİNE/AYDIN;TÜRKİYE;AYDIN;ÇİNE
9021;5819;SAADETDERE MAH.43. SOKAK NO:168 119330 ESENYURT/İSTANBUL;TÜRKİYE;İSTANBUL;ESENYURT
9022;5820;MODERN MAH.EKREM YILMAZ CADDESİ SOKAK NO:238 81629 EVREN/ANKARA;TÜRKİYE;ANKARA;EVREN
9023;5821;MALİYECİLER MAH.52/123 SOKAK NO:411 119423 KARABAĞLAR/İZMİR;TÜRKİYE;İZMİR;KARABAĞLAR
9024;5821;KARADİKMEN KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:147 114415 AKDAĞMADENİ/YOZGAT;TÜRKİYE;YOZGAT;AKDAĞMADENİ
9025;5821;DUMLUPINAR MAH.SUADİYE SOKAK NO:528 101631 KÜTAHYA MERKEZ/KÜTAHYA;TÜRKİYE;KÜTAHYA;KÜTAHYA MERKEZ
9026;5822;DEDE KORKUT MAH.844. SOKAK NO:422 78160 YÜREĞİR/ADANA;TÜRKİYE;ADANA;YÜREĞİR
9027;5822;YENİŞEHİR MAH.KALE SOKAK NO:373 94472 REYHANLI/HATAY;TÜRKİYE;HATAY;REYHANLI
9028;5823;BARLA-AKMESCİT MAH.140. SOKAK NO:441 72295 EĞİRDİR/ISPARTA;TÜRKİYE;ISPARTA;EĞİRDİR
9029;5824;ÇAM MAH.YANIKLI MEVKİİ KÜME EVLERİ SOKAK NO:900 93229 ESPİYE/GİRESUN;TÜRKİYE;GİRESUN;ESPİYE
9030;5824;DURAKLI MAH.ABDAL HALİL AĞA CADDESİ SOKAK NO:445 103966 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;KAHRAMANMARAŞ MERKEZ
9031;5824;AŞAĞIMAHMUTLAR MAH.93 (GÜZELTEPE) SOKAK NO:352 125864 KIRIKKALE MERKEZ/KIRIKKALE;TÜRKİYE;KIRIKKALE;KIRIKKALE MERKEZ
9032;5825;ONUR MAH.45168. SOKAK NO:13 78102 SEYHAN/ADANA;TÜRKİYE;ADANA;SEYHAN
9033;5825;DİKKALDIRIM MAH.STAD CADDESİ SOKAK NO:863 86006 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
